名前: U020 Forecast Check Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S.,AA0197,Product-197,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,160.96,0,88,ForecastingAvg,69,128,138,92,107,126,146,97,96,75,39,72,11589.12,99,100,120,100,100,120,100,102,91.21,91.21,88.27,92.19,101.02,1,197,28.860093,98.07882,12,29.42540805,0,33.423,0.3177,30.3031,0,SH ,7.92935682, , ,y, ,y, , ,95.14,114.75,102.98,97.1,106.91,94.16,102,91.21,91.21,88.27,92.19,101.02
U.S.,AA0198,Product-198,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,93.11,25,63,MovingAverage,71,71,43,77,56,64,70,58,54,54,65,74,6890.14,63,64.99,78.39,70.35,66.33,73.03,64.32,69.68,62.31,62.31,60.3,62.98,69.01,1,198,5.461892,64.788566,6,8.430333217,0,6.0418,0.0754,4.6535,7.85,SH ,0.42537527, ,y, , , , , ,64.99,78.39,70.35,66.33,73.03,64.32,69.68,62.31,62.31,60.3,62.98,69.01
U.S.,AA0199,Product-199,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,62.79,50,130,MovingAverage,97,91,153,92,140,117,128,152,125,121,79,174,10925.46,122,150,170,150,150,170,150,134.31,120.1,120.1,116.23,121.39,133.01,1,199,29.463481,122.923512,12,23.96895478,0,41.8577,0.2507,33.2538,83.48,SH ,5.59864589, , ,y, , , , ,125.27,151.09,135.6,127.85,140.76,123.97,134.31,120.1,120.1,116.23,121.39,133.01
U.S.,AA0200,Product-200,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,89.67,100,197,ForecastingWA,297,7,12,52,122,194,109,223,197,239,287,129,11567.43,156,300,300,250,250,250,250,192.13,171.81,171.81,166.27,173.66,190.29,1,200,108.007016,161.889188,12,66.71663336,0,100.8289,0.3341,73.3317,306.02,SH ,41.52906579, , ,y, , , ,y,179.2,216.15,193.98,182.9,201.37,177.35,192.13,171.81,171.81,166.27,173.66,190.29
U.S.,AA0201,Product-201,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,89.67,733,2033,ForecastingWA,1856,3349,1030,2258,1715,2021,1712,1494,2199,2932,1493,2370,212517.9,2036,2200,2400,2200,2200,2400,2200,2180.25,1949.64,1949.64,1886.75,1970.61,2159.28,1,201,625.039184,2040.027219,12,30.63876688,0,603.7021,0.2428,483.664,1770.95,SH ,174.1983461, , ,y,y, , , ,2033.5,2452.78,2201.21,2075.43,2285.07,2012.54,2180.25,1949.64,1949.64,1886.75,1970.61,2159.28
U.S.,AA0202,Product-202,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,58.73,417,1192,MovingAverage,865,1007,987,1392,831,1258,1270,1203,1307,1363,812,1194,70123.62,1124,1250,1500,1300,1300,1500,1300,1226.33,1096.62,1096.62,1061.25,1108.42,1214.54,1,202,259.244582,1135.739587,12,22.82605845,0,255.5142,0.1542,186.7477,734.53,SH ,50.30678563, , ,y,y, , , ,1143.79,1379.62,1238.12,1167.37,1285.29,1132,1226.33,1096.62,1096.62,1061.25,1108.42,1214.54
U.S.,AA0203,Product-203,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,72,233,597,ForecastingAvg,2336,665,393,717,707,380,599,563,591,634,467,726,52272,732,700,800,700,700,800,700,766.35,685.3,685.3,663.19,692.67,758.98,1,203,538.582323,736.878158,12,73.08973908,0,83.7141,0.1193,70.1669,1525.99,SH ,399.6330888, , ,y,y, , , ,714.77,862.15,773.72,729.51,803.2,707.4,766.35,685.3,685.3,663.19,692.67,758.98
U.S.,AA0204,Product-204,U.S.,Most Important,y,1:New Product,Freq 6/6,,foo,67.95,117,219,ForecastingAvg,224,267,176,496,297,308,278,159,138,236,312,191,12978.45,257,350,380,325,325,380,350,267.57,239.27,239.27,231.55,241.84,264.99,1,204,96.961782,257.275754,12,37.68788177,0,113.7221,0.3672,98.5,274.73,SH ,26.9916617, , ,y,y, , ,y,249.56,301.01,270.14,254.7,280.43,246.98,267.57,239.27,239.27,231.55,241.84,264.99
U.S.,AA0205,Product-205,U.S.,Most Important,y,1:New Product,Freq 6/6,,foo,64.8,83,191,ForecastingWA,484,275,0,30,47,43,121,171,349,120,143,240,15552,169,250,250,250,225,225,225,173.87,155.48,155.48,150.46,157.15,172.2,1,205,148.776717,170.515201,12,87.25129263,0,100.0064,0.3976,78.5003,596.05,SH ,89.54370141, , ,y, , , , ,162.17,195.6,175.54,165.51,182.23,160.5,173.87,155.48,155.48,150.46,157.15,172.2
U.S.,AA0206,Product-206,U.S.,Most Important,y,1:New Product,Freq 6/6,,foo,64.8,700,1816,ForecastingAvg,2525,1632,1011,2296,1902,2210,2253,1804,1352,1869,1766,1854,120139.2,1873,2100,2300,2100,2100,2300,2200,1962.34,1754.78,1754.78,1698.18,1773.65,1943.47,1,206,457.304879,1886.86131,12,24.2362741,0,403.6409,0.1695,334.6656,1295.7,SH ,97.5491504, , ,y,y, , ,y,1830.26,2207.63,1981.2,1867.99,2056.68,1811.39,1962.34,1754.78,1754.78,1698.18,1773.65,1943.47
U.S.,AA0207,Product-207,U.S.,2nd Most Important,y,1:New Product,Freq 6/6,,foo,68.76,108,165,ForecastingAvg,148,204,106,158,304,221,80,140,139,251,271,108,7426.08,178,325,350,300,300,350,325,185.95,166.28,166.28,160.92,168.07,184.16,1,207,73.430817,178.796355,12,41.06952684,0,97.147,0.3247,63.8332,294.19,SH ,16.75027014, , ,y,y, ,y, ,173.43,209.19,187.74,177.01,194.89,171.64,185.95,166.28,166.28,160.92,168.07,184.16
U.S.,AA0208,Product-208,U.S.,Most Important,y,1:New Product,Freq 6/6,,foo,136.84,45,409,ForecastingAvg,501,461,454,481,422,500,539,430,402,353,312,416,56925.44,439,450,525,450,450,525,450,457.4,409.02,409.02,395.82,413.42,453,1,208,61.354964,439.804523,12,13.95050774,0,71.4823,0.1414,62.1665,173.84,SH ,8.0055662, , ,y, , ,y, ,426.61,514.57,461.79,435.41,479.39,422.21,457.4,409.02,409.02,395.82,413.42,453
U.S.,AA0209,Product-209,U.S.,Most Important,y,1:New Product,Freq 6/6,,foo,136.84,8,66,ForecastingLR,78,71,82,75,77,76,86,64,63,55,57,68,9305.12,71,80,90,80,80,90,80,59.29,51.98,50.94,48.29,49.39,52.97,1,209,8.072758,70.981507,12,11.37304397,0,15.4854,0.1993,14.4986,25.73,SH ,0.79022695, , ,y, , ,y, ,61.81,73.24,64.56,59.76,64.58,55.8,59.29,51.98,50.94,48.29,49.39,52.97
U.S.,AA0210,Product-210,U.S.,2nd Most Important,y,1:New Product,Freq 6/6,,foo,169.04,10,7,ForecastingAvg,5,3,3,5,1,9,4,6,3,5,9,13,2197.52,6,10.43,11.93,12.65,12.67,12.4,12,11.79,11.53,11.43,11.88,13.07,13.58,1,210,3.410587,5.599481,12,60.90898424,0,3.25,0.4394,2.7996,10.04,SH ,1.0044871, , ,y, , ,y, ,5.43,6.55,5.88,5.54,6.1,5.38,5.82,5.21,5.21,5.04,5.26,5.77
U.S.,AA0211,Product-211,U.S.,2nd Most Important,y,1:New Product,Freq 6/6,,foo,169.04,10,3,ForecastingWA,3,2,4,5,3,3,1,1,1,7,1,8,1352.32,3,4.97,5.58,5.75,5.72,5.69,5.49,5.46,5.31,5.28,5.42,5.83,5.68,1,211,2.460414,3.271682,12,75.20333578,0,4.151,1.1406,3.8786,10.24,SH ,1.12516204, , ,y, , ,y, ,3.46,4.18,3.75,3.53,3.89,3.43,3.71,3.32,3.32,3.21,3.35,3.68
U.S.,AA0212,Product-212,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,169.04,10,4,ForecastingAvg,3,3,3,1,2,3,2,2,1,7,2,9,1521.36,3,4.3,4.92,5.21,5.23,5.12,4.94,4.86,4.76,4.72,4.89,5.39,5.68,1,212,2.471976,3.189681,12,77.49916057,0,3.5328,0.8445,3.0028,10.29,SH ,1.27986506, , ,y, , ,y, ,3.09,3.73,3.35,3.16,3.48,3.06,3.32,2.97,2.97,2.87,3,3.29
U.S.,AA0213,Product-213,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,169.04,2,3,ForecastingAvg,4,1,3,4,2,5,2,1,1,3,1,9,1521.36,3,3.92,4.52,4.16,3.98,4.28,3.89,4.13,3.8,3.8,3.71,3.83,4.1,1,213,2.307157,3.01065,12,76.63318553,0,3.5024,0.9688,2.7537,2.16,SH ,1.28593668, , ,y, ,y, , ,2.92,3.52,3.16,2.98,3.28,2.89,3.13,2.8,2.8,2.71,2.83,3.1
U.S.,AA0214,Product-214,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,142.11,11,32,MovingAverage,27,20,33,24,18,52,44,20,34,35,17,42,5968.62,31,42.23,45.16,47.03,46.63,45.94,44.27,44.66,46.49,50.72,57.05,63.52,33.56,1,214,11.942111,30.783616,12,38.79372391,0,13.0521,0.2696,9.4561,11.19,SH ,3.21514626, , ,y, , , ,y,31.61,38.12,34.21,32.26,35.52,31.28,33.89,30.3,30.3,29.33,30.63,33.56
U.S.,AA0215,Product-215,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,136.84,29,19,MovingAverage,12,19,29,19,7,9,24,14,18,26,11,22,3010.48,18,27.34,29.39,30.4,32.9,37.04,38.45,37.81,35.64,35.06,36.09,39.52,41.38,1,215,7.010357,17.554517,12,39.93477576,0,7.5283,0.2861,5.6796,29.17,SH ,1.70124407, , ,y, , , , ,20.03,24.16,21.68,20.44,22.51,19.82,21.48,19.2,19.2,18.59,19.41,21.27
U.S.,AA0216,Product-216,U.S.,2nd Most Important,y,2:Upturn,Freq 5/6,,foo,136.84,7,5,ForecastingAvg,4,5,6,8,1,3,10,1,4,9,0,3,410.52,5,4.75,4.07,4.93,5.77,6.06,7.06,6.49,6.65,6.53,6.91,7.38,7.38,1,216,3.233349,4.5,12,71.8522,0,4.7258,0.8125,4.064,7.42,SH ,2.27881991, , ,y, , , ,y,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
U.S.,AA0217,Product-217,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,136.84,15,6,MovingAverage,4,4,5,4,2,3,10,3,4,13,6,1,136.84,5,8.32,8.64,9.31,10.4,11.76,12.61,12.18,11.6,11.37,11.83,13.07,13.72,1,217,3.693438,5.020437,12,73.56805792,0,5.8203,0.8054,5.3065,15.37,SH ,1.56199289, , ,y, , , , ,7.05,8.5,7.63,7.19,7.92,6.98,7.56,6.76,6.76,6.54,6.83,7.48
U.S.,AA0218,Product-218,U.S.,2nd Most Important,y,2:Upturn,Freq 5/6,,foo,136.84,7,4,ForecastingAvg,6,4,5,4,4,3,9,1,2,9,0,1,136.84,4,3.5,2.89,3.57,4.21,4.35,5.14,4.69,4.88,4.8,5.08,5.4,5,1,218,2.923261,4,12,73.081525,0,4.9933,1.0304,4.5628,6.7,SH ,2.57029539, , ,y, , , ,y,4,4,4,4,4,4,4,4,4,4,4,4
U.S.,AA0219,Product-219,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,315.79,11,30,MovingAverage,10,10,11,13,33,18,44,26,15,35,21,38,12000.02,23,41.21,44.45,45.36,46.05,47.32,47.98,52.13,55.65,58.78,60.74,64.23,67.17,1,219,12.006262,23.000438,12,52.20014506,0,11.8835,0.3104,9.3009,11.25,SH ,3.33188585, , ,y, , , , ,31.73,38.27,34.34,32.38,35.65,31.4,34.02,30.42,30.42,29.44,30.75,33.69
U.S.,AA0220,Product-220,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,196.84,27,25,MovingAverage,7,12,17,9,26,16,27,14,18,27,28,37,7283.08,20,30,35,35,35,40,40,36.73,37.96,37.7,37.67,37.46,39.86,1,220,9.182651,19.946156,12,46.03719634,0,6.0139,0.2222,5.4996,27.02,SH ,2.55428924, , ,y, , , , ,30.95,37.33,33.5,31.58,34.77,30.63,33.18,29.67,29.67,28.71,29.99,32.86
U.S.,AA0221,Product-221,U.S.,2nd Most Important,y,1:New Product,Freq 6/6,,foo,184.8,9,60,ForecastingLR,25,16,22,19,32,66,36,53,61,64,61,84,15523.2,45,90,120,110,110,130,130,120.66,125.75,131,134.54,138.13,156.97,1,221,24.271863,46.037889,12,52.72149425,0,15.117,0.1767,10.8783,68.77,SH ,5.58982723, , ,y, , , , ,82.28,106.22,101.59,101.69,118.47,110.07,125.44,117.72,123.27,124.67,135.82,154.97
U.S.,AA0222,Product-222,U.S.,2nd Most Important,y,1:New Product,Freq 6/6,,foo,108.15,4,7,ForecastingWA,2,2,13,2,5,12,8,4,10,3,1,14,1514.1,6,7.61,7.79,7.27,7.08,7.43,7.78,8.93,9.74,10.34,10.34,10.16,10.78,1,222,4.77538,6.33292,12,75.40565805,0,6.0637,0.7098,5.616,4.48,SH ,3.06481512, , ,y, , , ,y,6.74,8.13,7.29,6.88,7.57,6.67,7.22,6.46,6.46,6.25,6.53,7.15
U.S.,AA0223,Product-223,U.S.,2nd Most Important,y,1:New Product,Freq 5/6,,foo,108.15,7,4,ForecastingAvg,0,2,2,0,1,6,7,3,9,4,0,1,108.15,3,6,6,8,8,10,10,5.42,6.71,7.24,7.41,7.04,6.92,1,223,2.998737,2.916667,12,102.8138283,0,6.2842,0.8267,5.1665,6.88,SH ,1.35225775, , ,y, , ,y, ,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
U.S.,AA0224,Product-224,U.S.,2nd Most Important,y,1:New Product,Freq 5/6,,foo,108.15,7,4,ForecastingAvg,0,2,3,0,1,6,6,2,5,10,0,1,108.15,3,6,6,8,8,10,10,4.08,5.63,6.19,6.4,5.94,6,1,224,3.133398,3,12,104.4466,0,5.6713,0.7396,4.499,7.19,SH ,1.47570266, , ,y, , ,y, ,3,3,3,3,3,3,3,3,3,3,3,3
U.S.,AA0225,Product-225,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,108.15,11,5,ForecastingAvg,1,2,3,3,3,6,7,3,9,5,2,3,324.45,4,6,6,8,8,10,10,5.73,6.98,7.6,7.71,7.38,8.11,1,225,2.52845,3.988325,12,63.39628792,0,4.8829,0.6331,4.1681,10.73,SH ,0.96123461, , ,y, , ,y, ,3.87,4.67,4.19,3.95,4.35,3.83,4.15,3.71,3.71,3.59,3.75,4.11
U.S.,AA0226,Product-226,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,131.58,6,14,MovingAverage,10,5,10,20,5,11,26,13,7,12,6,22,2894.76,12,17.53,19.53,20.93,23.18,25.95,27.25,28.8,29.74,30.52,30.85,32.07,33.1,1,226,6.767316,12.327918,12,54.89423275,0,10.2932,0.6403,9.7356,6.34,SH ,2.37416723, , ,y, , , , ,13.28,16.02,14.38,13.55,14.92,13.14,14.24,12.73,12.73,12.32,12.87,14.1
U.S.,AA0227,Product-227,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,196.84,27,226,ForecastingLR,63,62,115,80,103,142,162,163,247,222,199,365,71846.6,160,270,350,320,320,370,350,476.51,448.05,469.99,476.05,519.38,593.41,1,227,91.934808,163.337587,12,56.28515132,0,54.7037,0.208,43.6858,260.48,SH ,27.29445122, , ,y, , , ,y,307.16,398.09,382.03,383.55,448,417.21,476.51,448.05,469.99,476.05,519.38,593.41
U.S.,AA0228,Product-228,U.S.,Normal,n,4:Decline,Freq 6/6,T3,foo,6.93,0,10,MovingAverage,15,17,18,3,13,3,28,1,10,2,16,3,20.79,11,9.85,11.88,10.66,10.05,11.06,9.75,10.56,9.44,9.44,9.14,9.54,10.46,1,228,8.115378,10.510479,12,77.21225645,0,9.8634,0.8191,8.5556,0,SH ,6.197941, ,y, , , , , ,9.85,11.88,10.66,10.05,11.06,9.75,10.56,9.44,9.44,9.14,9.54,10.46
U.S.,AA0229,Product-229,U.S.,Normal,n,4:Decline,Freq 6/6,T1,foo,17.64,0,7,SameAsLastYear,17,3,6,8,12,12,7,12,3,5,6,8,141.12,8,6.88,8.3,7.45,7.02,7.73,6.81,7.38,6.6,6.6,6.38,6.67,7.31,1,229,3.230085,7.094221,6,45.53121477,0,3.8236,0.5111,3.3367,0,SH ,1.40498012, ,y, , , ,y, ,6.88,8.3,7.45,7.02,7.73,6.81,7.38,6.6,6.6,6.38,6.67,7.31
U.S.,AA0230,Product-230,U.S.,Normal,n,4:Decline,Freq 5/6,T4,foo,3.36,3,2,MovingAverage,3,0,3,0,1,0,2,2,1,1,3,2,6.72,2,1.84,2.22,1.99,1.88,2.07,1.82,1.97,1.77,1.77,1.71,1.78,1.96,1,230,1.185236,1.521716,12,77.88812104,0,0.9501,0.4954,0.75,3.23,SH ,0.70674219, ,y, , , , ,y,1.84,2.22,1.99,1.88,2.07,1.82,1.97,1.77,1.77,1.71,1.78,1.96
U.S.,AA0231,Product-231,U.S.,Normal,n,4:Decline,Freq 5/6,T4,foo,2.96,3,2,MovingAverage,2,1,2,1,1,0,1,1,2,4,1,0,0,1,1.57,1.89,1.7,1.6,1.76,1.55,1.68,1.5,1.5,1.45,1.52,1.66,1,231,1.544208,1.615937,6,95.56115121,0,2.0168,1.203,1.5093,2.59,SLP,1.40972478, ,y, , , , , ,1.57,1.89,1.7,1.6,1.76,1.55,1.68,1.5,1.5,1.45,1.52,1.66
U.S.,AA0232,Product-232,U.S.,Normal,n,4:Decline,Freq 1/6,,foo,0.2,0,0,MovingAverage,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0.17,0.21,0.19,0.18,0.2,0.17,0.19,0.17,0.17,0.16,0.17,0.18,1,232,0.438977,0.179211,6,244.9498078,0,0.6787,1.3636,0.4167,0,SLP,1.02722408, ,y, , , , , ,0.17,0.21,0.19,0.18,0.2,0.17,0.19,0.17,0.17,0.16,0.17,0.18
U.S.,AA0233,Product-233,U.S.,Normal,n,4:Decline,Freq 5/6,,foo,21.42,3,2,MovingAverage,9,1,2,0,3,3,3,0,4,2,1,2,42.84,3,2.01,2.42,2.17,2.05,2.26,1.99,2.15,1.92,1.92,1.86,1.94,2.13,1,233,1.481768,2.068915,6,71.6205354,0,1.354,0.4675,1,3.4,SH ,1.01382896, ,y, , , , , ,2.01,2.42,2.17,2.05,2.26,1.99,2.15,1.92,1.92,1.86,1.94,2.13
U.S.,AA0234,Product-234,U.S.,Normal,n,4:Decline,Freq 3/6,T2,foo,17.91,0,0,MovingAverage,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0.35,0.43,0.38,0.36,0.4,0.35,0.38,0.34,0.34,0.33,0.34,0.38,1,234,0.564635,0.364397,6,154.9505073,0,0.6989,1.5714,0.6111,0,SLP,0.83581142, ,y, , , , , ,0.35,0.43,0.38,0.36,0.4,0.35,0.38,0.34,0.34,0.33,0.34,0.38
U.S.,AA0235,Product-235,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,22.18,0,0,MovingAverage,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0.35,0.42,0.38,0.35,0.39,0.34,0.37,0.33,0.33,0.32,0.34,0.37,1,235,0.555266,0.358423,6,154.9191877,0,0.5794,1.44,0.5,0,SLP,0.82177591, ,y, , , , , ,0.35,0.42,0.38,0.35,0.39,0.34,0.37,0.33,0.33,0.32,0.34,0.37
U.S.,AA0236,Product-236,U.S.,Normal,n,4:Decline,Freq 5/6,,foo,17.98,2,1,MovingAverage,3,3,4,0,1,3,1,2,1,0,1,3,53.94,2,1.32,1.59,1.43,1.35,1.48,1.31,1.42,1.27,1.27,1.22,1.28,1.4,1,236,1.021052,1.360633,6,75.04242511,0,0.8036,0.4706,0.6667,2.44,SLP,0.73198443, ,y, , , , , ,1.32,1.59,1.43,1.35,1.48,1.31,1.42,1.27,1.27,1.22,1.28,1.4
U.S.,AA0237,Product-237,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,3.22,0,1,MovingAverage,0,0,0,0,4,4,0,3,1,0,0,3,9.66,1,1.17,1.41,1.26,1.19,1.31,1.15,1.25,1.12,1.12,1.08,1.13,1.24,1,237,1.508144,1.202283,6,125.440017,0,1.4641,1.4098,1.1944,0,SLP,1.80728229, ,y, , , , ,y,1.17,1.41,1.26,1.19,1.31,1.15,1.25,1.12,1.12,1.08,1.13,1.24
U.S.,AA0238,Product-238,U.S.,Normal,n,4:Decline,Freq 6/6,T1,foo,18.73,27,32,MovingAverage,7,6,10,8,15,38,40,19,52,13,47,21,393.33,23,32.27,38.93,34.94,32.94,36.27,31.94,34.6,30.94,30.94,29.95,31.28,34.27,1,238,17.753551,23.577711,12,75.29802617,58,25.6998,0.8324,20.2337,26.74,SH ,9.0495, ,y, , , , ,y,32.27,38.93,34.94,32.94,36.27,31.94,34.6,30.94,30.94,29.95,31.28,34.27
U.S.,AA0239,Product-239,U.S.,Normal,n,2:Upturn,Freq 6/6,,foo,41.13,2,4,MovingAverage,13,10,4,1,3,10,4,3,6,5,2,1,41.13,5,2.8,3.38,3.03,2.86,3.14,2.77,3,2.68,2.68,2.6,2.71,2.97,1,239,2.058202,3.696277,6,55.68311033,0,2.7518,0.5881,2.505,1.93,SH ,1.40288767, , , , , , ,y,2.8,3.38,3.03,2.86,3.14,2.77,3,2.68,2.68,2.6,2.71,2.97
U.S.,AA0240,Product-240,U.S.,Normal,n,4:Decline,Freq 6/6,T4,foo,4.71,0,3,MovingAverage,2,5,4,1,7,12,6,3,4,1,3,2,9.42,4,3.16,3.81,3.42,3.22,3.55,3.13,3.39,3.03,3.03,2.93,3.06,3.35,1,240,3.12993,4.134789,12,75.69745397,0,2.7538,0.5844,2.5,0,SH ,2.8736421, ,y, , , ,y, ,3.16,3.81,3.42,3.22,3.55,3.13,3.39,3.03,3.03,2.93,3.06,3.35
U.S.,AA0241,Product-241,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,21.81,0,3,MovingAverage,4,4,3,5,28,6,3,4,3,4,3,2,43.62,6,3.23,3.9,3.5,3.3,3.63,3.2,3.46,3.1,3.1,3,3.13,3.43,1,241,6.423884,5.614785,12,114.4101511,0,4.4389,0.8063,4.2778,0,SH ,11.83310385, ,y, , , , ,y,3.23,3.9,3.5,3.3,3.63,3.2,3.46,3.1,3.1,3,3.13,3.43
U.S.,AA0242,Product-242,U.S.,Normal,n,4:Decline,Freq 6/6,T4,foo,2.41,10,5,MovingAverage,6,20,2,2,11,2,10,2,6,2,6,5,12.05,6,5.12,6.18,5.54,5.23,5.75,5.07,5.49,4.91,4.91,4.75,4.96,5.44,1,242,2.853401,5.279518,6,54.04661941,0,3.0558,0.4261,2.3611,10.48,SH ,1.47325661, ,y, , , , , ,5.12,6.18,5.54,5.23,5.75,5.07,5.49,4.91,4.91,4.75,4.96,5.44
U.S.,AA0243,Product-243,U.S.,Normal,n,4:Decline,Freq 6/6,T1,foo,7.28,15,16,MovingAverage,19,38,10,17,14,8,14,26,10,19,1,25,182,17,15.94,19.23,17.26,16.27,17.92,15.78,17.09,15.29,15.29,14.79,15.45,16.93,1,243,8.982149,16.54643,12,54.28451334,0,8.9711,0.5125,8,0,SH ,4.68924104, ,y, , , , , ,15.94,19.23,17.26,16.27,17.92,15.78,17.09,15.29,15.29,14.79,15.45,16.93
U.S.,AA0244,Product-244,U.S.,Normal,n,4:Decline,Freq 4/6,T2,foo,25.72,6,2,MovingAverage,3,0,6,3,4,2,1,2,0,4,0,6,154.32,3,2.16,2.61,2.34,2.21,2.43,2.14,2.32,2.07,2.07,2.01,2.1,2.3,1,244,2.424485,2.230294,6,108.7069687,0,2.4817,0.9699,2.3586,5.56,SH ,2.51781532, ,y, , , , , ,2.16,2.61,2.34,2.21,2.43,2.14,2.32,2.07,2.07,2.01,2.1,2.3
U.S.,AA0245,Product-245,U.S.,Normal,n,4:Decline,Freq 5/6,T4,foo,2.01,97,44,MovingAverage,0,0,0,14,25,0,23,127,31,5,80,0,0,25,45.7,55.12,49.47,46.64,51.35,45.23,49,43.81,43.81,42.4,44.28,48.52,1,245,42.349998,26.645583,12,158.938155,0,56.0682,1.1823,42.4167,97.12,SH ,36.36851989, ,y, , , , ,y,45.7,55.12,49.47,46.64,51.35,45.23,49,43.81,43.81,42.4,44.28,48.52
